,iteration,score,avgScore,power,avgPower,data,avgData,quality,avg_quality,rebufferPen,numrebuffer,smoothPen,numSmooth,powerPen,avgPowerPen,epsilon
0,1000,-120.78900102326018,-238.86599974569677,119676.21588807688,119676.21588807688,31792002,31792002.0,155.81826404166665,155.81826404166665,0.0,17,70.74430041666665,44,-86.51803980335906,-86.51803980335906,1
1,1000,-120.78900102326018,-662.0286976640762,125524.01300553439,122600.11444680564,31840430,31816216.0,156.43311905729172,156.1256915494792,33.73141047376145,37,60.37913889062499,44,-98.45697126318451,-92.48750553327179,1
2,1000,-120.78900102326018,-420.6533378675485,118256.05133682168,121152.09341014433,31034849,31555760.333333332,159.5023044375,157.25122917881947,0.0,4,73.39953908333334,44,-81.90196320115838,-88.95899142256731,1
3,1000,-120.78900102326018,-337.6315462997819,117207.45989318384,120165.9350309042,29181516,30962199.25,148.671305171875,155.10624817708336,0.0,8,78.85448687499999,44,-80.7706012220716,-86.91189387244339,1
4,1000,-120.78900102326018,-257.91491363033913,119651.59653183787,120063.06733109095,34539303,31677620.0,155.915947953125,155.2681881322917,0.0,4,75.496899078125,44,-87.30903263050118,-86.99132162405495,1
5,1000,-120.78900102326018,-205.80952305784183,114274.27315304185,119098.26830141609,29708310,31349401.666666668,142.60689867708336,153.1579732230903,0.0,1,87.44538255729167,44,-74.60786966756355,-84.92741296463971,1
6,1000,-120.78900102326018,-162.00552574287602,118899.49034642642,119069.87145070327,35198015,31899203.57142857,162.97079023437502,154.55980422470242,0.0,1,57.710157895833326,44,-86.00895604390958,-85.08191911882112,1
7,1000,-120.78900102326018,-166.35446508175343,121525.4813486111,119376.82268794175,33383523,32084743.5,155.7055646458333,154.70302427734376,24.520993298055068,16,71.33889533333334,44,-89.89701207873982,-85.68380573881096,1
8,1000,-120.78900102326018,-140.5669080450069,115524.13432090965,118948.74620271596,33789561,32274167.666666668,155.16489740104163,154.75434351331018,0.0,1,88.88147112499999,44,-76.85645125848693,-84.7029885743305,1
9,1000,-120.78900102326018,-123.29269449910176,114042.23760372442,118458.09534281681,27694844,31816235.3,142.77926784375003,153.55683594635417,0.0,2,73.58789470312499,44,-76.87876206841443,-83.9205659237389,1
10,1000,-120.78900102326018,-109.56470257920911,116760.78951811997,118303.79481329891,31861149,31820318.363636363,161.68357022916663,154.29562997206438,0.0,3,64.09100914583334,44,-83.04837469718652,-83.84127581223414,1
11,1000,-120.78900102326018,-94.73128651442522,115703.92077510209,118087.13864344917,33559239,31965228.416666668,144.405084609375,153.47141785850695,0.0,1,75.59760435937498,44,-80.67909395865281,-83.57776065776903,1
12,1000,-120.78900102326018,-79.57487675462022,114563.24448457328,117816.06986199718,31111360,31899546.230769232,163.50033581770833,154.24287308613782,0.0,1,60.06286629687501,44,-74.53800405500118,-82.88239476524843,1
13,1000,-120.78900102326018,-66.83902426175437,119990.3944661375,117971.37876229292,36083735,32198416.85714286,167.2788447864584,155.174013921875,0.0,1,65.83284194791668,44,-81.69067609550486,-82.7972720031239,1
14,1000,-120.78900102326018,-59.55536585415826,115732.88369945313,117822.14575810361,31611642,32159298.533333335,139.00796140104168,154.09627708715277,0.0,1,87.47846996875,44,-79.86855009654555,-82.60202387601866,1
15,1000,-120.78900102326018,-54.71878535969546,117934.82541301132,117829.18823653535,31936337,32145363.4375,152.21345029166667,153.9786004124349,0.0,6,75.52427192187501,44,-83.08683656741248,-82.63232466923077,1
